timestamp,proxy_name,experiment_id,session_id,direction,event_index,byte_length,inter_event_gap_ms
1785306085.788557,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,105,1024,23.222
1785306085.790179,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,105,1024,22.981
1785306085.811524,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,106,64,22.955
1785306085.813899,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,106,64,23.682
1785306085.835500,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,107,128,23.992
1785306085.837171,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,107,128,23.319
1785306085.858356,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,108,256,22.853
1785306085.860042,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,108,256,22.860
1785306085.881748,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,109,512,23.391
1785306085.883390,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,109,512,23.359
1785306085.904762,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,110,1024,23.002
